county_name,state_name
Polk,Texas
San Saba,Texas
Sterling,Texas
Webb,Texas
Coleman,Texas
Denton,Texas
Ellis,Texas
Gray,Texas
Lipscomb,Texas
Martin,Texas
Milam,Texas
Sutton,Texas
Winkler,Texas
Young,Texas
Angelina,Texas
Bastrop,Texas
Childress,Texas
Clay,Texas
Coke,Texas
Hardin,Texas
Hill,Texas
Jackson,Texas
Jasper,Texas
Kinney,Texas
Lee,Texas
Leon,Texas
Camp,Texas
Castro,Texas
Collingsworth,Texas
McCulloch,Texas
Ochiltree,Texas
San Jacinto,Texas
Titus,Texas
Williamson,Texas
Caldwell,Texas
Dallam,Texas
Deaf Smith,Texas
Grayson,Texas
Hartley,Texas
Henderson,Texas
Jack,Texas
Knox,Texas
Lamb,Texas
Panola,Texas
Sabine,Texas
Tyler,Texas
Burleson,Texas
Cottle,Texas
Dickens,Texas
Falls,Texas
Hudspeth,Texas
McMullen,Texas
Robertson,Texas
Austin,Texas
Briscoe,Texas
Colorado,Texas
Kenedy,Texas
Madison,Texas
Sherman,Texas
Willacy,Texas
Irion,Texas
Lavaca,Texas
Parker,Texas
Pecos,Texas
Real,Texas
Wilson,Texas
Zapata,Texas
Delta,Texas
Erath,Texas
Wood,Texas
Baylor,Texas
Fayette,Texas
Hutchinson,Texas
Kleberg,Texas
Navarro,Texas
Starr,Texas
Travis,Texas
Upshur,Texas
Bexar,Texas
Brewster,Texas
Hall,Texas
Hemphill,Texas
Marion,Texas
Mason,Texas
Motley,Texas
Van Zandt,Texas
Wheeler,Texas
Juab,Utah
Salt Lake,Utah
Grand,Utah
Wayne,Utah
Davis,Utah
Carbon,Utah
Morgan,Utah
Rich,Utah
Utah,Utah
Wasatch,Utah
Beaver,Utah
Daggett,Utah
Summit,Utah
Duchesne,Utah
Emery,Utah
San Juan,Utah
Cache,Utah
Millard,Utah
Sevier,Utah
Piute,Utah
Garfield,Utah
Washington,Utah
Weber,Utah
Kane,Utah
Sanpete,Utah
Box Elder,Utah
Iron,Utah
Uintah,Utah
Tooele,Utah
Caledonia,Vermont
Orleans,Vermont
Franklin,Vermont
Bennington,Vermont
Chittenden,Vermont
Essex,Vermont
Rutland,Vermont
Windsor,Vermont
Lamoille,Vermont
Washington,Vermont
Windham,Vermont
Orange,Vermont
Addison,Vermont
Grand Isle,Vermont
Craig,Virginia
King William,Virginia
Madison,Virginia
Northumberland,Virginia
Rappahannock,Virginia
Hanover,Virginia
Alexandria,Virginia
Bland,Virginia
Culpeper,Virginia
Goochland,Virginia
Powhatan,Virginia
Falls Church,Virginia
Staunton,Virginia
Charles City,Virginia
Southampton,Virginia
Bristol,Virginia
Radford,Virginia
Chesterfield,Virginia
Richmond,Virginia
Greene,Virginia
Lunenburg,Virginia
Covington,Virginia
Fredericksburg,Virginia
Roanoke,Virginia
Buchanan,Virginia
Frederick,Virginia
Northampton,Virginia
Smyth,Virginia
Buckingham,Virginia
Isle of Wight,Virginia
James City,Virginia
Patrick,Virginia
Scott,Virginia
Brunswick,Virginia
Campbell,Virginia
Giles,Virginia
Greensville,Virginia
Montgomery,Virginia
Pulaski,Virginia
Washington,Virginia
Manassas Park,Virginia
Accomack,Virginia
Lancaster,Virginia
Loudoun,Virginia
Mathews,Virginia
New Kent,Virginia
Suffolk,Virginia
Waynesboro,Virginia
Lee,Virginia
Orange,Virginia
Franklin,Virginia
Salem,Virginia
Fluvanna,Virginia
Galax,Virginia
Petersburg,Virginia
Albemarle,Virginia
Grayson,Virginia
Prince Edward,Virginia
Prince George,Virginia
Russell,Virginia
Caroline,Virginia
Dickenson,Virginia
Floyd,Virginia
Henry,Virginia
Middlesex,Virginia
Charlottesville,Virginia
Williamsburg,Virginia
Nottoway,Virginia
Pittsylvania,Virginia
Shenandoah,Virginia
Wise,Virginia
Emporia,Virginia
Amelia,Virginia
Roanoke,Virginia
Sussex,Virginia
Virginia Beach,Virginia
Winchester,Virginia
Alleghany,Virginia
Carroll,Virginia
Charlotte,Virginia
King George,Virginia
Mecklenburg,Virginia
Page,Virginia
Westmoreland,Virginia
Hampton,Virginia
Lexington,Virginia
Essex,Virginia
Franklin,Virginia
King and Queen,Virginia
Tazewell,Virginia
Danville,Virginia
Hopewell,Virginia
Bedford,Virginia
Nelson,Virginia
Prince William,Virginia
Warren,Virginia
Buena Vista,Virginia
Colonial Heights,Virginia
Norfolk,Virginia
Gloucester,Virginia
Augusta,Virginia
Newport News,Virginia
Poquoson,Virginia
Amherst,Virginia
Bath,Virginia
Botetourt,Virginia
Clarke,Virginia
Cumberland,Virginia
Highland,Virginia
Rockingham,Virginia
Stafford,Virginia
Norton,Virginia
Arlington,Virginia
Halifax,Virginia
Fairfax,Virginia
Lynchburg,Virginia
Appomattox,Virginia
Louisa,Virginia
Harrisonburg,Virginia
Portsmouth,Virginia
Richmond,Virginia
Rockbridge,Virginia
Surry,Virginia
Chesapeake,Virginia
Manassas,Virginia
Dinwiddie,Virginia
Henrico,Virginia
Spotsylvania,Virginia
York,Virginia
Martinsville,Virginia
Fairfax,Virginia
Fauquier,Virginia
Wythe,Virginia
Grant,Washington
Okanogan,Washington
Clallam,Washington
Grays Harbor,Washington
Pierce,Washington
Ferry,Washington
Columbia,Washington
Garfield,Washington
Spokane,Washington
Clark,Washington
Thurston,Washington
Lincoln,Washington
Pacific,Washington
Jefferson,Washington
Benton,Washington
San Juan,Washington
Klickitat,Washington
Lewis,Washington
Asotin,Washington
Kitsap,Washington
Mason,Washington
Whatcom,Washington
Walla Walla,Washington
Skagit,Washington
Yakima,Washington
Douglas,Washington
Franklin,Washington
Pend Oreille,Washington
Snohomish,Washington
Stevens,Washington
Island,Washington
Adams,Washington
Wahkiakum,Washington
King,Washington
Kittitas,Washington
Whitman,Washington
Skamania,Washington
Cowlitz,Washington
Chelan,Washington
Barbour,West Virginia
Wetzel,West Virginia
Boone,West Virginia
Mason,West Virginia
Monongalia,West Virginia
Taylor,West Virginia
Wyoming,West Virginia
Cabell,West Virginia
Pendleton,West Virginia
Raleigh,West Virginia
Upshur,West Virginia
Doddridge,West Virginia
Lewis,West Virginia
Logan,West Virginia
Pleasants,West Virginia
Jefferson,West Virginia
Nicholas,West Virginia
Brooke,West Virginia
Morgan,West Virginia
Ohio,West Virginia
Greenbrier,West Virginia
Monroe,West Virginia
Harrison,West Virginia
Mineral,West Virginia
Lincoln,West Virginia
Wood,West Virginia
Berkeley,West Virginia
Wirt,West Virginia
Hampshire,West Virginia
Jackson,West Virginia
McDowell,West Virginia
Ritchie,West Virginia
Mercer,West Virginia
Randolph,West Virginia
Roane,West Virginia
Summers,West Virginia
Braxton,West Virginia
Marion,West Virginia
Marshall,West Virginia
Tyler,West Virginia
Tucker,West Virginia
Putnam,West Virginia
Wayne,West Virginia
Clay,West Virginia
Grant,West Virginia
Mingo,West Virginia
Webster,West Virginia
Kanawha,West Virginia
Pocahontas,West Virginia
Preston,West Virginia
Calhoun,West Virginia
Gilmer,West Virginia
Fayette,West Virginia
Hardy,West Virginia
Hancock,West Virginia
Dane,Wisconsin
Jefferson,Wisconsin
Outagamie,Wisconsin
Richland,Wisconsin
Green,Wisconsin
Winnebago,Wisconsin
Dodge,Wisconsin
Washburn,Wisconsin
Wood,Wisconsin
Rock,Wisconsin
Vilas,Wisconsin
Washington,Wisconsin
Waushara,Wisconsin
Jackson,Wisconsin
Juneau,Wisconsin
Pepin,Wisconsin
Vernon,Wisconsin
Clark,Wisconsin
Douglas,Wisconsin
Adams,Wisconsin
Kewaunee,Wisconsin
Marathon,Wisconsin
Trempealeau,Wisconsin
Florence,Wisconsin
Kenosha,Wisconsin
Walworth,Wisconsin
Waupaca,Wisconsin
Forest,Wisconsin
Iron,Wisconsin
Marinette,Wisconsin
Monroe,Wisconsin
Rusk,Wisconsin
St. Croix,Wisconsin
Shawano,Wisconsin
Marquette,Wisconsin
Calumet,Wisconsin
Oneida,Wisconsin
Taylor,Wisconsin
Chippewa,Wisconsin
Crawford,Wisconsin
Eau Claire,Wisconsin
Grant,Wisconsin
Price,Wisconsin
Door,Wisconsin
Racine,Wisconsin
Buffalo,Wisconsin
Pierce,Wisconsin
Bayfield,Wisconsin
Dunn,Wisconsin
Milwaukee,Wisconsin
Ashland,Wisconsin
Burnett,Wisconsin
Iowa,Wisconsin
Lincoln,Wisconsin
Menominee,Wisconsin
Portage,Wisconsin
Sheboygan,Wisconsin
Barron,Wisconsin
Green Lake,Wisconsin
Manitowoc,Wisconsin
Sauk,Wisconsin
Sawyer,Wisconsin
Brown,Wisconsin
La Crosse,Wisconsin
Polk,Wisconsin
Oconto,Wisconsin
Columbia,Wisconsin
Fond du Lac,Wisconsin
Waukesha,Wisconsin
Lafayette,Wisconsin
Langlade,Wisconsin
Ozaukee,Wisconsin
Washakie,Wyoming
Crook,Wyoming
Sublette,Wyoming
Niobrara,Wyoming
Sheridan,Wyoming
Teton,Wyoming
Platte,Wyoming
Big Horn,Wyoming
Campbell,Wyoming
Carbon,Wyoming
Hot Springs,Wyoming
Lincoln,Wyoming
Natrona,Wyoming
Goshen,Wyoming
Laramie,Wyoming
Park,Wyoming
Weston,Wyoming
Fremont,Wyoming
Converse,Wyoming
Johnson,Wyoming
Sweetwater,Wyoming
Uinta,Wyoming
